"ResDensity","N_TraitValue"
10,6.39226311334611e-05
10.12,6.46832964730229e-05
10.24,6.54438111698252e-05
10.36,6.62041752686136e-05
10.48,6.69643888141161e-05
10.6,6.7724451851043e-05
10.72,6.84843644240868e-05
10.84,6.92441265779224e-05
10.96,7.00037383572069e-05
11.08,7.07631998065799e-05
11.2,7.15225109706632e-05
11.32,7.22816718940609e-05
11.44,7.30406826213596e-05
11.56,7.37995431971282e-05
11.68,7.45582536659179e-05
11.8,7.53168140722623e-05
11.92,7.60752244606775e-05
12.04,7.68334848756619e-05
12.16,7.75915953616962e-05
12.28,7.83495559632438e-05
12.4,7.91073667247502e-05
12.52,7.98650276906435e-05
12.64,8.06225389053342e-05
12.76,8.13799004132154e-05
12.88,8.21371122586623e-05
13,8.28941744860329e-05
13.12,8.36510871396676e-05
13.24,8.4407850263889e-05
13.36,8.51644639030027e-05
13.48,8.59209281012963e-05
13.6,8.66772429030402e-05
13.72,8.74334083524873e-05
13.84,8.81894244938728e-05
13.96,8.89452913714148e-05
14.08,8.97010090293136e-05
14.2,9.04565775117523e-05
14.32,9.12119968628963e-05
14.44,9.19672671268938e-05
14.56,9.27223883478754e-05
14.68,9.34773605699545e-05
14.8,9.42321838372269e-05
14.92,9.49868581937711e-05
15.04,9.57413836836482e-05
15.16,9.64957603509018e-05
15.28,9.72499882395583e-05
15.4,9.80040673936266e-05
15.52,9.87579978570983e-05
15.64,9.95117796739478e-05
15.76,0.000100265412888132
15.88,0.00010101889754359
16,0.000101772233684245
16.12,0.000102525421354001
16.24,0.000103278460596746
16.36,0.000104031351456351
16.48,0.000104784093976668
16.6,0.000105536688201534
16.72,0.000106289134174766
16.84,0.000107041431940167
16.96,0.000107793581541519
17.08,0.00010854558302259
17.2,0.00010929743642713
17.32,0.00011004914179887
17.44,0.000110800699181526
17.56,0.000111552108618796
17.68,0.00011230337015436
17.8,0.000113054483831882
17.92,0.000113805449695007
18.04,0.000114556267787366
18.16,0.00011530693815257
18.28,0.000116057460834214
18.4,0.000116807835875875
18.52,0.000117558063321114
18.64,0.000118308143213474
18.76,0.000119058075596482
18.88,0.000119807860513647
19,0.00012055749800846
19.12,0.000121306988124396
19.24,0.000122056330904914
19.36,0.000122805526393454
19.48,0.00012355457463344
19.6,0.000124303475668278
19.72,0.000125052229541357
19.84,0.000125800836296051
19.96,0.000126549295975715
20.08,0.000127297608623686
20.2,0.000128045774283287
20.32,0.000128793792997822
20.44,0.000129541664810578
20.56,0.000130289389764825
20.68,0.000131036967903817
20.8,0.00013178439927079
20.92,0.000132531683908964
21.04,0.00013327882186154
21.16,0.000134025813171705
21.28,0.000134772657882627
21.4,0.000135519356037457
21.52,0.00013626590767933
21.64,0.000137012312851364
21.76,0.00013775857159666
21.88,0.000138504683958301
22,0.000139250649979354
22.12,0.00013999646970287
22.24,0.000140742143171882
22.36,0.000141487670429406
22.48,0.000142233051518441
22.6,0.000142978286481971
22.72,0.00014372337536296
22.84,0.000144468318204358
22.96,0.000145213115049097
23.08,0.000145957765940091
23.2,0.000146702270920241
23.32,0.000147446630032426
23.44,0.000148190843319513
23.56,0.000148934910824348
23.68,0.000149678832589764
23.8,0.000150422608658574
23.92,0.000151166239073576
24.04,0.000151909723877552
24.16,0.000152653063113265
24.28,0.000153396256823463
24.4,0.000154139305050877
24.52,0.00015488220783822
24.64,0.00015562496522819
24.76,0.000156367577263468
24.88,0.000157110043986716
25,0.000157852365440583
25.12,0.000158594541667698
25.24,0.000159336572710676
25.36,0.000160078458612114
25.48,0.000160820199414592
25.6,0.000161561795160674
25.72,0.000162303245892906
25.84,0.000163044551653821
25.96,0.00016378571248593
26.08,0.000164526728431733
26.2,0.000165267599533708
26.32,0.000166008325834321
26.44,0.000166748907376019
26.56,0.000167489344201232
26.68,0.000168229636352375
26.8,0.000168969783871846
26.92,0.000169709786802025
27.04,0.000170449645185277
27.16,0.000171189359063951
27.28,0.000171928928480378
27.4,0.000172668353476872
27.52,0.000173407634095733
27.64,0.000174146770379241
27.76,0.000174885762369663
27.88,0.000175624610109247
28,0.000176363313640227
28.12,0.000177101873004816
28.24,0.000177840288245216
28.36,0.000178578559403609
28.48,0.000179316686522161
28.6,0.000180054669643024
28.72,0.000180792508808329
28.84,0.000181530204060195
28.96,0.000182267755440722
29.08,0.000183005162991995
29.2,0.000183742426756081
29.32,0.000184479546775033
29.44,0.000185216523090884
29.56,0.000185953355745654
29.68,0.000186690044781346
29.8,0.000187426590239945
29.92,0.000188162992163421
30.04,0.000188899250593726
30.16,0.000189635365572799
30.28,0.00019037133714256
30.4,0.000191107165344912
30.52,0.000191842850221744
30.64,0.000192578391814927
30.76,0.000193313790166317
30.88,0.000194049045317753
31,0.000194784157311057
31.12,0.000195519126188036
31.24,0.00019625395199048
31.36,0.000196988634760162
31.48,0.000197723174538841
31.6,0.000198457571368258
31.72,0.000199191825290138
31.84,0.000199925936346189
31.96,0.000200659904578105
32.08,0.000201393730027561
32.2,0.000202127412736219
32.32,0.000202860952745722
32.44,0.000203594350097697
32.56,0.000204327604833757
32.68,0.000205060716995497
32.8,0.000205793686624496
32.92,0.000206526513762317
33.04,0.000207259198450508
33.16,0.000207991740730598
33.28,0.000208724140644103
33.4,0.000209456398232521
33.52,0.000210188513537335
33.64,0.000210920486600011
33.76,0.000211652317461998
33.88,0.000212384006164732
34,0.000213115552749629
34.12,0.000213846957258092
34.24,0.000214578219731507
34.36,0.000215309340211243
34.48,0.000216040318738654
34.6,0.000216771155355078
34.72,0.000217501850101835
34.84,0.000218232403020233
34.96,0.000218962814151559
35.08,0.000219693083537088
35.2,0.000220423211218076
35.32,0.000221153197235767
35.44,0.000221883041631383
35.56,0.000222612744446136
35.68,0.000223342305721219
35.8,0.000224071725497808
35.92,0.000224801003817067
36.04,0.000225530140720139
36.16,0.000226259136248155
36.28,0.000226987990442228
36.4,0.000227716703343456
36.52,0.00022844527499292
36.64,0.000229173705431688
36.76,0.000229901994700807
36.88,0.000230630142841313
37,0.000231358149894223
37.12,0.00023208601590054
37.24,0.00023281374090125
37.36,0.000233541324937323
37.48,0.000234268768049714
37.6,0.000234996070279362
37.72,0.000235723231667189
37.84,0.000236450252254103
37.96,0.000237177132080994
38.08,0.000237903871188739
38.2,0.000238630469618196
38.32,0.000239356927410208
38.44,0.000240083244605605
38.56,0.000240809421245198
38.68,0.000241535457369783
38.8,0.000242261353020141
38.92,0.000242987108237037
39.04,0.000243712723061219
39.16,0.00024443819753342
39.28,0.000245163531694359
39.4,0.000245888725584736
39.52,0.000246613779245238
39.64,0.000247338692716535
39.76,0.000248063466039281
39.88,0.000248788099254115
40,0.00024951259240166
40.12,0.000250236945522523
40.24,0.000250961158657297
40.36,0.000251685231846557
40.48,0.000252409165130863
40.6,0.000253132958550759
40.72,0.000253856612146776
40.84,0.000254580125959426
40.96,0.000255303500029206
41.08,0.000256026734396599
41.2,0.000256749829102071
41.32,0.000257472784186073
41.44,0.00025819559968904
41.56,0.000258918275651391
41.68,0.00025964081211353
41.8,0.000260363209115846
41.92,0.000261085466698711
42.04,0.000261807584902483
42.16,0.000262529563767502
42.28,0.000263251403334096
42.4,0.000263973103642573
42.52,0.00026469466473323
42.64,0.000265416086646346
42.76,0.000266137369422183
42.88,0.000266858513100991
43,0.000267579517723003
43.12,0.000268300383328435
43.24,0.000269021109957489
43.36,0.000269741697650351
43.48,0.000270462146447193
43.6,0.000271182456388169
43.72,0.000271902627513419
43.84,0.000272622659863068
43.96,0.000273342553477223
44.08,0.00027406230839598
44.2,0.000274781924659415
44.32,0.000275501402307591
44.44,0.000276220741380555
44.56,0.000276939941918338
44.68,0.000277659003960958
44.8,0.000278377927548414
44.92,0.000279096712720693
45.04,0.000279815359517763
45.16,0.00028053386797958
45.28,0.000281252238146083
45.4,0.000281970470057196
45.52,0.000282688563752827
45.64,0.00028340651927287
45.76,0.000284124336657202
45.88,0.000284842015945686
46,0.000285559557178168
46.12,0.00028627696039448
46.24,0.00028699422563444
46.36,0.000287711352937848
46.48,0.00028842834234449
46.6,0.000289145193894136
46.72,0.000289861907626542
46.84,0.000290578483581448
46.96,0.000291294921798578
47.08,0.000292011222317642
47.2,0.000292727385178334
47.32,0.000293443410420332
47.44,0.000294159298083301
47.56,0.000294875048206889
47.68,0.000295590660830729
47.8,0.000296306135994439
47.92,0.000297021473737621
48.04,0.000297736674099864
48.16,0.000298451737120739
48.28,0.000299166662839804
48.4,0.000299881451296601
48.52,0.000300596102530655
48.64,0.00030131061658148
48.76,0.00030202499348857
48.88,0.000302739233291409
49,0.000303453336029461
49.12,0.000304167301742177
49.24,0.000304881130468993
49.36,0.000305594822249331
49.48,0.000306308377122595
49.6,0.000307021795128176
49.72,0.000307735076305449
49.84,0.000308448220693775
49.96,0.000309161228332498
50.08,0.000309874099260949
50.2,0.000310586833518443
50.32,0.000311299431144279
50.44,0.000312011892177742
50.56,0.000312724216658102
50.68,0.000313436404624614
50.8,0.000314148456116517
50.92,0.000314860371173036
51.04,0.000315572149833381
51.16,0.000316283792136746
51.28,0.000316995298122311
51.4,0.00031770666782924
51.52,0.000318417901296682
51.64,0.000319128998563774
51.76,0.000319839959669632
51.88,0.000320550784653364
52,0.000321261473554057
52.12,0.000321972026410787
52.24,0.000322682443262614
52.36,0.000323392724148581
52.48,0.00032410286910772
52.6,0.000324812878179044
52.72,0.000325522751401554
52.84,0.000326232488814235
52.96,0.000326942090456056
53.08,0.000327651556365974
