"ResDensity","N_TraitValue"
1,1.01705500119712e-05
1.014,1.02654452278891e-05
1.028,1.03594704394807e-05
1.042,1.04526375565191e-05
1.056,1.05449582723828e-05
1.07,1.0636444068948e-05
1.084,1.07271062213484e-05
1.098,1.08169558026085e-05
1.112,1.09060036881512e-05
1.126,1.09942605601866e-05
1.14,1.10817369119833e-05
1.154,1.1168443052028e-05
1.168,1.12543891080743e-05
1.182,1.13395850310871e-05
1.196,1.14240405990828e-05
1.21,1.15077654208704e-05
1.224,1.15907689396962e-05
1.238,1.1673060436794e-05
1.252,1.17546490348451e-05
1.266,1.18355437013492e-05
1.28,1.19157532519104e-05
1.294,1.19952863534395e-05
1.308,1.2074151527276e-05
1.322,1.21523571522317e-05
1.336,1.2229911467558e-05
1.35,1.23068225758395e-05
1.364,1.23830984458165e-05
1.378,1.24587469151365e-05
1.392,1.25337756930395e-05
1.406,1.26081923629768e-05
1.42,1.2682004385166e-05
1.434,1.27552190990842e-05
1.448,1.28278437259011e-05
1.462,1.28998853708525e-05
1.476,1.29713510255586e-05
1.49,1.3042247570285e-05
1.504,1.31125817761514e-05
1.518,1.3182360307287e-05
1.532,1.32515897229358e-05
1.546,1.33202764795113e-05
1.56,1.33884269326047e-05
1.574,1.34560473389443e-05
1.588,1.3523143858311e-05
1.602,1.35897225554085e-05
1.616,1.36557894016908e-05
1.63,1.37213502771475e-05
1.644,1.37864109720484e-05
1.658,1.3850977188648e-05
1.672,1.39150545428518e-05
1.686,1.39786485658446e-05
1.7,1.40417647056819e-05
1.714,1.41044083288457e-05
1.728,1.4166584721766e-05
1.742,1.42282990923075e-05
1.756,1.42895565712238e-05
1.77,1.43503622135795e-05
1.784,1.44107210001407e-05
1.798,1.44706378387349e-05
1.812,1.45301175655814e-05
1.826,1.45891649465925e-05
1.84,1.46477846786467e-05
1.854,1.47059813908338e-05
1.868,1.47637596456737e-05
1.882,1.48211239403088e-05
1.896,1.48780787076705e-05
1.91,1.49346283176216e-05
1.924,1.49907770780736e-05
1.938,1.50465292360809e-05
1.952,1.51018889789114e-05
1.966,1.51568604350952e-05
1.98,1.52114476754507e-05
1.994,1.52656547140895e-05
2.008,1.53194855094004e-05
2.022,1.53729439650131e-05
2.036,1.54260339307418e-05
2.05,1.54787592035093e-05
