"ResDensity","N_TraitValue"
2,3.28157162716513e-06
2.06,3.36815332456853e-06
2.12,3.45412926372382e-06
2.18,3.53950577964012e-06
2.24,3.62428911929815e-06
2.3,3.70848544317404e-06
2.36,3.79210082673139e-06
2.42,3.87514126188276e-06
2.48,3.95761265842093e-06
2.54,4.03952084542098e-06
2.6,4.12087157261365e-06
2.66,4.20167051173081e-06
2.72,4.28192325782359e-06
2.78,4.36163533055395e-06
2.84,4.44081217546013e-06
2.9,4.51945916519678e-06
2.96,4.59758160075025e-06
3.02,4.67518471262963e-06
3.08,4.75227366203409e-06
3.14,4.82885354199719e-06
3.2,4.90492937850851e-06
3.26,4.98050613161318e-06
3.32,5.05558869648999e-06
3.38,5.13018190450821e-06
3.44,5.20429052426399e-06
3.5,5.27791926259655e-06
3.56,5.3510727655847e-06
3.62,5.42375561952409e-06
3.68,5.49597235188577e-06
3.74,5.56772743225622e-06
3.8,5.63902527325955e-06
3.86,5.70987023146201e-06
3.92,5.78026660825937e-06
3.98,5.85021865074755e-06
4.04,5.91973055257668e-06
4.1,5.98880645478924e-06
4.16,6.05745044664239e-06
4.22,6.12566656641489e-06
4.28,6.19345880219912e-06
4.34,6.26083109267822e-06
4.4,6.32778732788892e-06
4.46,6.39433134997027e-06
4.52,6.46046695389859e-06
4.58,6.52619788820889e-06
4.64,6.59152785570312e-06
4.7,6.65646051414553e-06
4.76,6.72099947694529e-06
4.82,6.7851483138268e-06
4.88,6.84891055148791e-06
4.94,6.91228967424616e-06
5,6.97528912467353e-06
5.06,7.03791230421977e-06
5.12,7.10016257382453e-06
5.18,7.16204325451871e-06
5.24,7.22355762801504e-06
5.3,7.28470893728823e-06
5.36,7.34550038714487e-06
5.42,7.40593514478331e-06
5.48,7.46601634034374e-06
5.54,7.52574706744857e-06
5.6,7.58513038373343e-06
5.66,7.64416931136897e-06
5.72,7.70286683757351e-06
5.78,7.76122591511691e-06
5.84,7.81924946281568e-06
5.9,7.87694036601967e-06
5.96,7.93430147709028e-06
6.02,7.99133561587063e-06
6.08,8.0480455701476e-06
6.14,8.10443409610609e-06
6.2,8.16050391877556e-06
6.26,8.21625773246895e-06
6.32,8.27169820121433e-06
6.38,8.32682795917919e-06
6.44,8.38164961108764e-06
6.5,8.43616573263065e-06
6.56,8.49037887086945e-06
6.62,8.54429154463222e-06
6.68,8.59790624490415e-06
6.74,8.65122543521117e-06
6.8,8.70425155199724e-06
6.86,8.75698700499547e-06
6.92,8.80943417759317e-06
6.98,8.86159542719093e-06
7.04,8.91347308555582e-06
7.1,8.96506945916886e-06
7.16,9.01638682956686e-06
7.22,9.06742745367868e-06
7.28,9.11819356415617e-06
7.34,9.16868736969967e-06
7.4,9.21891105537836e-06
7.46,9.26886678294544e-06
7.52,9.3185566911483e-06
7.58,9.36798289603376e-06
7.64,9.41714749124845e-06
7.7,9.46605254833443e-06
7.76,9.51470011702013e-06
7.82,9.56309222550675e-06
7.88,9.61123088075012e-06
7.94,9.65911806873814e-06
8,9.70675575476392e-06
8.06,9.75414588369462e-06
8.12,9.80129038023616e-06
8.18,9.84819114919375e-06
