"ResDensity","N_TraitValue"
14.84784624,30.1330727390966
16.30293516132,33.0013816474448
17.75802408264,35.8550368371645
19.21311300396,38.6941503172968
20.66820192528,41.5188329582282
22.1232908466,44.3291945061234
23.57837976792,47.1253435971384
25.03346868924,49.9073877714194
26.48855761056,52.675433486889
27.94364653188,55.4295861328263
29.3987354532,58.1699500432422
30.85382437452,60.8966285100543
32.30891329584,63.6097237960655
33.76400221716,66.3093371477482
35.21909113848,68.9955688078393
36.6741800598,71.6685180277479
38.12926898112,74.3282830797791
39.58435790244,76.9749612691784
41.03944682376,79.6086489459974
42.49453574508,82.2294415167864
43.9496246664,84.837433456115
45.40471358772,87.4327183179242
46.85980250904,90.0153887467137
48.31489143036,92.5855364885656
49.76998035168,95.1432524020089
51.225069273,97.6886264687259
52.68015819432,100.221747804105
54.13524711564,102.74270466764
55.59033603696,105.251584473183
57.04542495828,107.748473799045
58.5005138796,110.233458397958
59.95560280092,112.706623206889
61.41069172224,115.168052356722
62.86578064356,117.617829181795
64.32086956488,120.056036229302
65.7759584862,122.482755268572
67.23104740752,124.898067300204
68.68613632884,127.302052565082
70.14122525016,129.69479055326
71.59631417148,132.076360012724
73.0514030928,134.446838958034
74.50649201412,136.806304678836
75.96158093544,139.15483374827
77.41666985676,141.492502031247
78.87175877808,143.819384692625
80.3268476994,146.135556205258
81.78193662072,148.441090357946
83.23702554204,150.73606026327
84.69211446336,153.020538365322
86.14720338468,155.294596447323
87.602292306,157.558305639148
89.05738122732,159.811736424738
90.51247014864,162.054958649417
91.96755906996,164.28804152711
93.42264799128,166.511053647458
94.8777369126,168.724062982843
96.33282583392,170.927136895317
97.78791475524,173.120342143435
99.24300367656,175.303744888999
100.69809259788,177.47741070371
102.1531815192,179.641404575736
103.60827044052,181.795790916184
105.06335936184,183.940633565493
106.51844828316,186.075995799741
107.97353720448,188.201940336867
109.4286261258,190.318529342808
110.88371504712,192.425824437566
112.33880396844,194.523886701179
113.79389288976,196.612776679631
115.24898181108,198.692554390669
116.7040707324,200.763279329556
118.15915965372,202.825010474742
119.61424857504,204.877806293464
121.06933749636,206.921724747275
122.52442641768,208.956823297494
123.979515339,210.983158910597
125.43460426032,213.000788063528
126.88969318164,215.00976674895
128.34478210296,217.01015048042
129.79987102428,219.001994297506
131.2549599456,220.985352770834
132.71004886692,222.960280007071
134.16513778824,224.926829653848
135.62022670956,226.885054904612
137.07531563088,228.83500850343
138.5304045522,230.776742749716
139.98549347352,232.710309502916
141.44058239484,234.635760187115
142.89567131616,236.553145795606
144.35076023748,238.462516895383
