"ID","Rsq_lm2","Rsq_lm3","Rsq_HollT2"
40021,0.482048126026824,0.482055847678476,0.473859897108997
40022,0.514276042370003,0.612914033600653,0.498472382137113
40023,0.996639463368078,0.999145134358882,0.948324915144247
40024,0.996078829981001,0.999780316377625,0.994429844422137
40025,0.87376008621717,0.923332458136199,0.840889456347923
40026,0.873648571829815,0.890808766738371,0.85676561360877
40027,0.996657164310012,0.997088018179434,0.993690340237843
40028,0.778697954706102,0.909512747029671,0.392977853423899
40029,0.594004289093146,0.611803440568362,0.582997143274245
40030,0.795382548029188,0.919914267908519,0.697560529245036
40031,0.873774454658266,0.894299188792014,0.781086429723083
40032,0.589215422084686,0.591356477839915,0.026306700355803
40033,0.431138269997848,0.443626616986042,0.314015075611844
40034,0.780479124995911,0.793933826821109,0.65291383197918
40035,0.454045398429673,0.527364998049686,0.38525768924578
40036,0.501047286794028,0.503726454693581,0.502099757100259
40037,0.50691384290779,0.532385538828877,0.461829033727485
40038,0.846576937524662,0.88872893226131,0.880792637304408
40039,0.793707040456644,0.859446212472712,0.844263066634893
40042,0.370435505902459,0.418935183576558,0.387481459448198
40043,0.458736310707428,0.459681932376976,0.456625220706482
40044,0.987851098577757,0.998522911065998,0.986737513572583
40045,0.708936358870267,0.709288473040652,0.695173331890268
40046,0.715944038303773,0.729429314547809,0.666912603477848
40047,0.862365080940236,0.863621660698097,0.857704596181997
40048,0.956266766017577,0.956493133221954,0.955057488910616
40049,0.934019540612504,0.934019592745741,0.933254797292685
40050,0.3829163617593,0.384992802630816,0.359843800851296
40051,0.0306076392214825,0.059623203375057,0.0361852099869352
40052,0.864717618161123,0.868744477400667,0.817726828302064
40053,0.892303812171062,0.902186545481631,0.842838912413601
40054,0.592643960978266,0.592735006326051,0.569384081656918
40055,0.550146204765165,0.572050576900494,0.550194983912331
40056,0.798928185181394,0.927553274703154,0.644791857741313
40057,0.984488335065811,0.984999544831232,0.933771721403931
40058,0.81596215162477,1,0.151626058810012
40059,0.890911560844809,0.939696757259386,0.893650488690261
40060,0.932749099727873,0.964602654043743,0.910953848383749
40061,0.530958933109725,0.608888328830602,0.710675355397937
40062,0.954641429567866,0.963483878629443,0.944312089622654
40063,0.462884897942156,0.476566097007515,0.35192710333913
40064,0.763371448857399,0.769336490073435,0.685687229304328
40065,0.512488798410565,0.513730860912423,0.509341786873556
40066,0.815613319843119,0.836122707497107,0.790407872095943
40067,0.504583597008725,0.51125808612081,0.502677361641876
40068,0.936650625083483,0.993078939394798,0.280052440717008
40069,0.937001991036829,0.948059561180781,0.0566350047644022
40070,0.245592453851903,0.747119933105803,0.291900480427155
40071,0.0089850317682394,0.948738438404951,0.393171923754878
40072,0.84325495914748,0.846021524058684,0.733261478543432
40073,0.522934881359257,0.896498060466782,0.748580376817735
40074,0.614461210624124,0.864731589492031,0.613490675628789
40075,0.812613812551845,0.830253600425133,0.586611859567647
40076,0.722227559473081,0.789077137509528,0.786353969026132
40077,0.0187209748065103,0.904441439946151,0.162105696583392
40078,0.810778521242244,0.822037528848751,-4.48323866919509e-09
40079,0.394145098084751,0.624112539843121,0.00233710751021554
40080,0.138109384805345,0.551186797278905,0.412438577286055
40081,0.919165368021592,0.979492709270895,0.964295986578587
40082,0.771603685000147,0.981311351834966,0.903199010283725
40083,0.992101512595101,0.993754558323694,0.841616454920878
40084,0.943895857770821,0.963204688558971,0.895617052774635
40085,0.72477940461392,0.934673370285186,0.854741712293359
40086,0.942536790826043,0.982797948505272,0.977656251592446
40087,0.991198266538136,0.991204148301473,0.968218517639332
40088,0.870811579054853,0.877674749438957,0.74730583928278
40089,0.836731565793249,0.863867969131762,0.761766028328423
40090,0.869040846562054,0.875000091642129,0.837070504258944
40091,0.51563714909872,0.544320006002108,0.0146846613783819
40092,0.632293408333504,0.72171014579927,0.570241763383023
40093,0.773851380757881,0.895160300685731,0.749132557230597
40094,0.915551013398339,0.933210142348778,0.881930423035675
40095,0.730332862865155,0.977745514685073,0.672076192429158
40096,0.961208058326495,0.98654305329461,0.897469087341652
40097,0.94641391605602,0.972770511203721,0.900505723600006
40098,0.0913867706171482,0.182752138591945,0.0646772149754311
40099,0.485874394698644,0.503573838765402,0.35530176524375
40100,0.0539551655492559,0.0659817554054992,0.0454644075387535
40101,0.230325224549708,0.231452237974051,0.224536112935706
40102,0.834123317500745,0.834148610737118,0.783654037803776
40103,0.532580028844806,0.63543714310971,0.50356591282866
40104,0.78931707630162,0.789589463499902,0.756324355767378
40105,0.997978858460566,0.998741456085769,0.979598614231354
40106,0.88109210886819,0.955557809281832,0.83391780285227
40107,0.999952765366209,0.999989972858949,0.996636158052582
40108,0.63453540401213,0.649978906762956,0.641959339989753
40109,0.730800496171299,0.74283447278631,0.725944959177451
40110,0.571220171332791,0.584634703560508,0.569472360125603
40111,0.883691336190101,0.92717066943318,0.833130431288253
40112,0.917218740128312,0.977037638435523,0.900260336708412
351,0.982736479924777,0.989662788763621,0.956488975192349
814,0.400623883062063,0.513795282231587,0.206694958448612
71,0.696156294897658,0.768517547761271,0.644304054086366
445,0.996856449246807,1,0.98831506790206
3,0.95990432262452,1,0.994251101485268
2,0.999992475424977,1,0.958804373442958
450,0.937380970266244,0.992516841872451,0.948379411829691
140,0.988135024563167,0.990141520890611,0.982073329227674
79,0.956755949755865,0.95721608384359,0.912167272577716
713,0.427297515853844,0.47289651754868,0.467152820775942
708,0.877970173211271,0.9972133200776,0.94858477175655
920,0.759931800105004,0.885515867813582,0.947239399632672
721,0.783364909007835,0.97371399445788,0.918333698154161
687,0.787038614998082,0.813534210454052,0.773356270001972
691,0.720245394843647,0.720391967780964,0.719527876979503
6,0.554619812445317,0.561236626238836,0.549021362729563
695,0.97680332454545,0.990169231447438,0.975435398453393
40114,0.635379829536263,0.966749019823523,0.534396552505808
40115,0.492071011476305,0.646142877330168,0.696244546748305
40116,0.728418987935633,0.811410525487997,0.781705706395649
40117,0.936901156373986,0.937613965440199,0.928329927595893
40118,0.825542151031346,0.827545910675435,0.824954550734101
40119,0.970085567747186,0.97435754345874,0.965434149623861
40120,0.986239692533869,0.991463850464725,0.952822114111795
40121,0.940104974381975,0.975206155707098,0.9360903988303
40122,0.270258877891756,0.285255484418373,0.146719153052252
40123,0.471659353116561,0.76069386489303,0.770401588354674
40124,0.897555298784749,0.917436817233825,0.907703222170194
40125,0.365673732188331,0.386485632138416,0.1974184069323
40126,0.448567739055325,0.724105445477907,0.309041104576288
40127,0.317644799732941,0.349587439627883,0.344988383973545
40128,0.882711923081709,0.884939087642172,0.821765679949221
40129,0.975878037796422,0.976377643243062,0.971537826549239
40130,0.958214590150124,0.994506001140159,0.999614330274392
