"","ID","DataType","ORIGINAL_TraitID","ORIGINAL_TraitDefinition","TraitValue","TraitUnit","N_TraitValue","ConTaxa","ResTaxa","ConTaxaStage","ResTaxaStage","Con_ForagingMovement","Con_RESDetectionDimensionality","Res_ForagingMovement","Res_CONDetectionDimensionality","CON_MASS_value","RES_MASS_value","ResArenaSize_SI_UNIT","ResDensity_SI_VALUE","ResDensityUnit","ResDensity","ResArenaSize_SI_VALUE","ConTemp","ResTemp","ResReplaceRate","ResReplaceUnit","ResReplace","TraitSIValue","TraitSIUnit","N_TraitID","N_TraitConversion","N_CONVERTED","N_TraitUnit","Original_ErrorValue","Original_ErrorValueUnit","Replicates","ConTaxon","ConStage","ConCommon","Con_MovementDimensionality","Con_Thermy","Res_MovementDimensionality","ResTaxon","ResStage","ResCommon","Res_Thermy","Habitat","LabField","ObservationtimeSI","ObservationtimeSIUnits","ConStarvationTimeSI","ConStarvationTimeSIUnits","ConArenaSiz_VALUE","ConArenaSize_UNIT","ConDensity","ConDensityUnit","ConDensity_SI_VALUE","ConDensityConst","ConSizType","CON_ORIGINAL_value","CON_ORIGINAL_unit","Con_Siz_reference","ResSizType","RES_ORIGINAL_value","RES_ORIGINAL_unit","Res_Siz_reference","Citation","FigureTable"
"2080",40033,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",0.0318,"gram (biomass - dry) / (individual * 1 minute)",0.032056452,"Bonasa umbellus (Linnaeus 1766)","Trifolium repens","Bonasa umbellus (Linnaeus 1766) [adult]","Trifolium repens [leaves]","active","surface","sessile","surface",0.55,4.44e-05,"square meter",1,"Individuals per square meter",1,3.24,39,NA,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Bonasa umbellus","adult","ruffed grouse","2D","endotherm","sessile","Trifolium repens","leaves","white clover","ectotherm","Terrestrial","enclosure",NA,"",43200,"seconds",3.24,"square meter",1,"Individuals per arena","","yes","wet mass","550","g","original","dry mass",0.008,"g","original","Hewitt D. G. and R. L. Kirkpatrick. 1996. Forage intake rates of ruffed grouse and potential effects on grouse density. Canadian Journal of Zoology-Revue Canadienne De Zoologie 74:2016-2024.","Fig 1a"
"2081",40033,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",0.0819,"gram (biomass - dry) / (individual * 1 minute)",0.082560484,"Bonasa umbellus (Linnaeus 1766)","Trifolium repens","Bonasa umbellus (Linnaeus 1766) [adult]","Trifolium repens [leaves]","active","surface","sessile","surface",0.55,4.44e-05,"square meter",1,"Individuals per square meter",1,3.24,39,NA,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Bonasa umbellus","adult","ruffed grouse","2D","endotherm","sessile","Trifolium repens","leaves","white clover","ectotherm","Terrestrial","enclosure",NA,"",43200,"seconds",3.24,"square meter",1,"Individuals per arena","","yes","wet mass","550","g","original","dry mass",0.008,"g","original","Hewitt D. G. and R. L. Kirkpatrick. 1996. Forage intake rates of ruffed grouse and potential effects on grouse density. Canadian Journal of Zoology-Revue Canadienne De Zoologie 74:2016-2024.","Fig 1a"
"2082",40033,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",0.0857,"gram (biomass - dry) / (individual * 1 minute)",0.086391129,"Bonasa umbellus (Linnaeus 1766)","Trifolium repens","Bonasa umbellus (Linnaeus 1766) [adult]","Trifolium repens [leaves]","active","surface","sessile","surface",0.55,4.44e-05,"square meter",1,"Individuals per square meter",1,3.24,39,NA,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Bonasa umbellus","adult","ruffed grouse","2D","endotherm","sessile","Trifolium repens","leaves","white clover","ectotherm","Terrestrial","enclosure",NA,"",43200,"seconds",3.24,"square meter",1,"Individuals per arena","","yes","wet mass","550","g","original","dry mass",0.008,"g","original","Hewitt D. G. and R. L. Kirkpatrick. 1996. Forage intake rates of ruffed grouse and potential effects on grouse density. Canadian Journal of Zoology-Revue Canadienne De Zoologie 74:2016-2024.","Fig 1a"
"2083",40033,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",0.1185,"gram (biomass - dry) / (individual * 1 minute)",0.119455645,"Bonasa umbellus (Linnaeus 1766)","Trifolium repens","Bonasa umbellus (Linnaeus 1766) [adult]","Trifolium repens [leaves]","active","surface","sessile","surface",0.55,4.44e-05,"square meter",1,"Individuals per square meter",1,3.24,39,NA,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Bonasa umbellus","adult","ruffed grouse","2D","endotherm","sessile","Trifolium repens","leaves","white clover","ectotherm","Terrestrial","enclosure",NA,"",43200,"seconds",3.24,"square meter",1,"Individuals per arena","","yes","wet mass","550","g","original","dry mass",0.008,"g","original","Hewitt D. G. and R. L. Kirkpatrick. 1996. Forage intake rates of ruffed grouse and potential effects on grouse density. Canadian Journal of Zoology-Revue Canadienne De Zoologie 74:2016-2024.","Fig 1a"
"2084",40033,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",0.1367,"gram (biomass - dry) / (individual * 1 minute)",0.137802419,"Bonasa umbellus (Linnaeus 1766)","Trifolium repens","Bonasa umbellus (Linnaeus 1766) [adult]","Trifolium repens [leaves]","active","surface","sessile","surface",0.55,4.44e-05,"square meter",1,"Individuals per square meter",1,3.24,39,NA,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Bonasa umbellus","adult","ruffed grouse","2D","endotherm","sessile","Trifolium repens","leaves","white clover","ectotherm","Terrestrial","enclosure",NA,"",43200,"seconds",3.24,"square meter",1,"Individuals per arena","","yes","wet mass","550","g","original","dry mass",0.008,"g","original","Hewitt D. G. and R. L. Kirkpatrick. 1996. Forage intake rates of ruffed grouse and potential effects on grouse density. Canadian Journal of Zoology-Revue Canadienne De Zoologie 74:2016-2024.","Fig 1a"
"2085",40033,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",0.1381,"gram (biomass - dry) / (individual * 1 minute)",0.13921371,"Bonasa umbellus (Linnaeus 1766)","Trifolium repens","Bonasa umbellus (Linnaeus 1766) [adult]","Trifolium repens [leaves]","active","surface","sessile","surface",0.55,4.44e-05,"square meter",1,"Individuals per square meter",1,3.24,39,NA,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Bonasa umbellus","adult","ruffed grouse","2D","endotherm","sessile","Trifolium repens","leaves","white clover","ectotherm","Terrestrial","enclosure",NA,"",43200,"seconds",3.24,"square meter",1,"Individuals per arena","","yes","wet mass","550","g","original","dry mass",0.008,"g","original","Hewitt D. G. and R. L. Kirkpatrick. 1996. Forage intake rates of ruffed grouse and potential effects on grouse density. Canadian Journal of Zoology-Revue Canadienne De Zoologie 74:2016-2024.","Fig 1a"
"2086",40033,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",0.1821,"gram (biomass - dry) / (individual * 1 minute)",0.183568548,"Bonasa umbellus (Linnaeus 1766)","Trifolium repens","Bonasa umbellus (Linnaeus 1766) [adult]","Trifolium repens [leaves]","active","surface","sessile","surface",0.55,4.44e-05,"square meter",1,"Individuals per square meter",1,3.24,39,NA,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Bonasa umbellus","adult","ruffed grouse","2D","endotherm","sessile","Trifolium repens","leaves","white clover","ectotherm","Terrestrial","enclosure",NA,"",43200,"seconds",3.24,"square meter",1,"Individuals per arena","","yes","wet mass","550","g","original","dry mass",0.008,"g","original","Hewitt D. G. and R. L. Kirkpatrick. 1996. Forage intake rates of ruffed grouse and potential effects on grouse density. Canadian Journal of Zoology-Revue Canadienne De Zoologie 74:2016-2024.","Fig 1a"
"2087",40033,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",0.1821,"gram (biomass - dry) / (individual * 1 minute)",0.183568548,"Bonasa umbellus (Linnaeus 1766)","Trifolium repens","Bonasa umbellus (Linnaeus 1766) [adult]","Trifolium repens [leaves]","active","surface","sessile","surface",0.55,4.44e-05,"square meter",1,"Individuals per square meter",1,3.24,39,NA,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Bonasa umbellus","adult","ruffed grouse","2D","endotherm","sessile","Trifolium repens","leaves","white clover","ectotherm","Terrestrial","enclosure",NA,"",43200,"seconds",3.24,"square meter",1,"Individuals per arena","","yes","wet mass","550","g","original","dry mass",0.008,"g","original","Hewitt D. G. and R. L. Kirkpatrick. 1996. Forage intake rates of ruffed grouse and potential effects on grouse density. Canadian Journal of Zoology-Revue Canadienne De Zoologie 74:2016-2024.","Fig 1a"
"2088",40033,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",0.1521,"gram (biomass - dry) / (individual * 1 minute)",0.153326613,"Bonasa umbellus (Linnaeus 1766)","Trifolium repens","Bonasa umbellus (Linnaeus 1766) [adult]","Trifolium repens [leaves]","active","surface","sessile","surface",0.55,4.44e-05,"square meter",5,"Individuals per square meter",5,3.24,39,NA,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Bonasa umbellus","adult","ruffed grouse","2D","endotherm","sessile","Trifolium repens","leaves","white clover","ectotherm","Terrestrial","enclosure",NA,"",43200,"seconds",3.24,"square meter",1,"Individuals per arena","","yes","wet mass","550","g","original","dry mass",0.008,"g","original","Hewitt D. G. and R. L. Kirkpatrick. 1996. Forage intake rates of ruffed grouse and potential effects on grouse density. Canadian Journal of Zoology-Revue Canadienne De Zoologie 74:2016-2024.","Fig 1a"
"2089",40033,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",0.1516,"gram (biomass - dry) / (individual * 1 minute)",0.152822581,"Bonasa umbellus (Linnaeus 1766)","Trifolium repens","Bonasa umbellus (Linnaeus 1766) [adult]","Trifolium repens [leaves]","active","surface","sessile","surface",0.55,4.44e-05,"square meter",5,"Individuals per square meter",5,3.24,39,NA,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Bonasa umbellus","adult","ruffed grouse","2D","endotherm","sessile","Trifolium repens","leaves","white clover","ectotherm","Terrestrial","enclosure",NA,"",43200,"seconds",3.24,"square meter",1,"Individuals per arena","","yes","wet mass","550","g","original","dry mass",0.008,"g","original","Hewitt D. G. and R. L. Kirkpatrick. 1996. Forage intake rates of ruffed grouse and potential effects on grouse density. Canadian Journal of Zoology-Revue Canadienne De Zoologie 74:2016-2024.","Fig 1a"
